,city,date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,temperature,wind_speed,rainfall,pressure
163,bengaluru,2021-05-12,2,961.3,10.95,26.39,0.11,6.2,17.46,21.77,3.26,25.5,5.8,0.0,1008.9
164,bengaluru,2021-05-13,2,614.17,0.04,19.02,21.1,6.97,11.13,12.57,1.84,25.4,4.4,35.1,1007.9
165,bengaluru,2021-05-14,2,620.84,0.0,20.22,35.76,9.3,16.28,18.18,1.79,26.7,7.6,26.2,1006.5
166,bengaluru,2021-05-15,1,367.17,0.09,12.0,18.24,5.31,3.04,4.97,2.44,23.8,12.9,0.0,1005.7
167,bengaluru,2021-05-16,1,407.22,0.08,12.68,15.74,3.99,7.69,8.84,1.08,24.0,10.4,0.0,1007.5
168,bengaluru,2021-05-17,1,440.6,0.5,16.45,7.6,5.36,7.03,9.7,1.95,25.7,10.3,0.0,1009.4
169,bengaluru,2021-05-18,2,554.09,0.45,21.08,8.4,6.44,10.68,13.32,1.93,25.7,11.7,0.0,1009.7
170,bengaluru,2021-05-19,1,417.23,0.03,14.05,22.89,5.72,7.86,10.29,1.77,26.4,12.7,4.0,1009.3
171,bengaluru,2021-05-20,1,447.27,0.01,14.74,30.76,4.77,8.26,10.4,1.9,24.7,11.9,2.7,1009.7
172,bengaluru,2021-05-21,2,881.2,10.51,31.19,0.14,6.5,14.88,20.08,3.14,23.3,11.2,2.8,1010.2
173,bengaluru,2021-05-22,1,460.63,0.26,16.79,10.37,3.64,4.77,5.9,1.55,23.8,10.3,25.4,1009.7
174,bengaluru,2021-05-23,1,380.52,0.02,9.6,22.35,2.65,5.49,6.19,1.17,25.8,11.3,7.4,1009.7
175,bengaluru,2021-05-24,1,433.92,0.01,12.34,25.39,3.4,7.8,11.19,4.05,26.1,11.6,0.0,1010.0
176,bengaluru,2021-05-25,1,417.23,0.06,13.71,17.7,3.87,5.27,8.52,3.71,24.3,12.5,0.3,1009.2
177,bengaluru,2021-05-26,1,393.87,0.25,12.17,8.4,3.01,5.35,6.55,1.5,24.9,16.9,31.0,1008.1
178,bengaluru,2021-05-27,1,337.12,0.0,8.91,40.05,3.04,5.11,7.86,1.63,25.3,15.6,0.0,1008.8
179,bengaluru,2021-05-28,1,323.77,0.01,10.8,33.26,3.43,8.46,14.73,2.88,25.4,12.3,0.0,1009.8
180,bengaluru,2021-05-29,1,417.23,0.01,14.05,30.04,3.93,9.7,13.05,2.91,25.5,11.5,0.5,1010.6
181,bengaluru,2021-05-30,1,310.42,0.02,9.08,23.6,2.41,3.48,4.97,2.09,25.7,12.9,0.1,1010.2
182,bengaluru,2021-05-31,1,310.42,0.01,9.0,28.25,2.83,2.59,3.79,2.19,26.2,12.7,2.3,1008.7
183,bengaluru,2021-06-01,1,333.79,0.01,10.03,30.76,3.31,3.76,5.5,2.01,26.1,11.1,5.6,1008.8
184,bengaluru,2021-06-02,1,580.79,3.86,23.65,1.41,5.78,7.6,10.14,2.41,25.9,6.6,1.0,1009.5
185,bengaluru,2021-06-03,1,540.73,0.45,24.33,9.92,7.33,8.42,10.41,2.5,24.6,3.9,0.5,1010.5
186,bengaluru,2021-06-04,2,720.98,6.82,27.42,0.29,11.33,14.26,16.77,2.63,23.8,4.1,52.3,1011.2
187,bengaluru,2021-06-05,4,1869.2,64.37,25.36,0.0,9.06,35.34,42.22,5.64,23.6,7.0,12.7,1010.9
188,bengaluru,2021-06-06,1,433.92,0.45,15.08,7.42,3.93,5.38,6.53,1.66,24.8,9.6,4.6,1010.6
189,bengaluru,2021-06-07,1,420.57,0.31,16.97,10.19,3.82,5.03,7.51,2.41,25.4,9.7,0.5,1010.7
190,bengaluru,2021-06-08,1,380.52,0.01,14.05,33.26,4.59,7.6,11.0,6.14,25.6,10.4,0.0,1010.4
191,bengaluru,2021-06-09,1,337.12,0.01,11.48,29.68,3.79,5.62,7.95,2.95,24.2,14.2,4.6,1009.8
192,bengaluru,2021-06-10,1,313.76,0.03,11.14,23.6,3.37,4.87,6.45,1.63,24.2,15.0,2.3,1008.8
193,bengaluru,2021-06-11,1,330.45,0.2,12.34,12.16,3.64,3.14,5.18,2.69,24.2,17.4,0.0,1008.7
194,bengaluru,2021-06-12,1,287.06,0.14,9.68,14.13,2.74,2.49,3.81,2.06,23.6,18.9,2.8,1008.8
195,bengaluru,2021-06-13,1,230.31,0.01,5.18,28.61,1.58,1.58,2.23,1.27,23.0,19.4,3.6,1008.7
196,bengaluru,2021-06-14,1,247.0,0.01,5.91,25.75,1.85,2.38,2.83,0.95,22.3,19.0,0.0,1008.5
197,bengaluru,2021-06-15,1,270.37,0.04,8.05,21.28,2.41,2.67,3.28,1.03,22.7,18.9,4.3,1007.6
198,bengaluru,2021-06-16,1,267.03,0.08,8.48,17.88,2.74,2.12,3.24,1.71,22.7,18.2,0.5,1009.1
199,bengaluru,2021-06-17,1,270.37,0.05,8.31,19.67,2.56,1.94,2.82,1.49,23.4,19.4,5.1,1010.1
200,bengaluru,2021-06-18,1,270.37,0.07,7.63,18.24,2.47,1.95,2.92,1.76,23.4,19.8,1.3,1010.8
201,bengaluru,2021-06-19,1,290.39,0.11,9.68,15.56,2.86,3.84,5.53,1.88,23.4,17.8,0.0,1012.5
202,bengaluru,2021-06-20,1,273.71,0.05,8.4,19.31,2.53,4.29,5.76,2.09,24.3,16.0,0.0,1012.6
203,bengaluru,2021-06-21,1,307.08,0.01,9.34,27.9,3.22,4.76,6.52,2.15,24.3,12.6,0.6,1011.6
204,bengaluru,2021-06-22,1,367.17,0.02,13.2,27.54,4.35,5.33,8.34,3.74,24.8,11.4,0.4,1010.6
205,bengaluru,2021-06-23,1,460.63,1.16,20.22,4.43,4.83,6.77,11.35,3.61,24.9,9.4,0.0,1010.0
206,bengaluru,2021-06-24,1,343.8,0.09,12.34,15.02,4.17,4.03,6.35,4.81,24.7,13.2,0.9,1010.7
207,bengaluru,2021-06-25,1,307.08,0.03,9.77,22.17,3.55,3.29,5.24,3.8,24.8,14.8,0.2,1009.6
208,bengaluru,2021-06-26,1,347.14,0.08,12.68,16.45,3.76,4.04,6.51,4.5,22.8,14.2,0.0,1009.6
209,bengaluru,2021-06-27,1,290.39,0.09,9.08,13.41,2.5,2.69,3.46,1.41,22.6,11.9,2.3,1010.7
210,bengaluru,2021-06-28,1,377.18,0.17,13.71,14.13,3.7,4.43,6.76,2.57,23.7,9.4,0.5,1009.9
211,bengaluru,2021-06-29,1,473.98,0.13,19.19,15.74,4.71,7.5,10.85,2.5,26.2,5.8,0.0,1009.4
212,bengaluru,2021-06-30,3,714.3,0.07,31.19,21.64,8.46,21.4,27.03,4.5,26.8,8.8,1.5,1009.4
213,bengaluru,2021-07-01,2,614.17,0.54,28.1,9.39,6.74,10.58,14.5,3.71,25.7,9.8,2.5,1008.6
214,bengaluru,2021-07-02,1,400.54,0.08,15.59,18.06,3.99,6.34,7.54,1.47,26.0,11.6,0.0,1009.4
215,bengaluru,2021-07-03,2,707.63,10.28,23.65,0.21,4.71,10.83,16.38,2.95,25.7,8.9,15.0,1010.0
216,bengaluru,2021-07-04,1,433.92,0.37,16.79,9.74,4.89,5.84,7.38,2.03,24.5,8.5,7.5,1010.2
217,bengaluru,2021-07-05,1,473.98,2.54,17.82,1.81,4.47,6.37,8.45,2.15,24.5,9.1,2.7,1009.2
218,bengaluru,2021-07-06,1,413.9,0.24,15.59,14.84,4.17,5.61,7.35,1.62,24.9,5.5,1.3,1008.1
219,bengaluru,2021-07-07,4,1548.77,37.1,34.62,0.0,9.66,32.34,39.56,3.42,24.6,6.7,0.0,1008.4
220,bengaluru,2021-07-08,1,574.11,5.76,20.91,0.48,5.25,8.12,10.22,2.28,25.3,9.4,0.0,1008.6
221,bengaluru,2021-07-09,1,473.98,3.44,17.14,1.1,4.35,5.16,7.43,1.98,24.2,10.7,0.0,1007.2
222,bengaluru,2021-07-10,1,377.18,0.37,14.05,9.21,3.55,5.02,6.57,1.71,22.8,15.6,0.3,1006.8
223,bengaluru,2021-07-11,1,247.0,0.01,5.57,29.33,1.51,1.8,2.24,0.87,22.8,19.0,0.5,1006.5
224,bengaluru,2021-07-12,1,263.69,0.03,6.77,23.6,2.3,3.08,4.1,1.77,23.2,18.3,0.0,1006.3
225,bengaluru,2021-07-13,1,277.04,0.1,8.57,16.63,2.77,2.29,3.17,1.41,22.3,14.9,4.6,1007.7
226,bengaluru,2021-07-14,1,280.38,0.15,8.65,14.48,2.89,5.53,6.95,1.52,21.6,14.2,11.4,1008.1
227,bengaluru,2021-07-15,1,310.42,0.21,10.88,12.34,3.07,4.54,5.7,1.38,21.7,14.8,18.8,1008.0
228,bengaluru,2021-07-16,1,330.45,0.26,12.17,11.44,3.25,4.14,5.05,1.24,22.7,12.4,2.8,1009.8
229,bengaluru,2021-07-17,1,367.17,0.5,13.54,8.05,3.55,4.64,5.69,1.41,22.1,12.6,1.3,1009.9
230,bengaluru,2021-07-18,1,253.68,0.04,6.34,20.39,1.97,1.96,2.42,0.95,21.6,14.2,17.8,1009.0
231,bengaluru,2021-07-19,1,243.66,0.01,5.83,27.9,1.91,1.87,2.38,1.01,22.6,16.6,4.3,1009.0
232,bengaluru,2021-07-20,1,277.04,0.02,8.23,25.39,2.77,2.97,4.34,1.6,23.1,17.1,7.1,1011.0
233,bengaluru,2021-07-21,1,270.37,0.06,7.88,20.56,2.62,3.42,4.35,1.43,21.8,17.3,0.0,1010.5
234,bengaluru,2021-07-22,1,226.97,0.02,5.18,25.39,1.8,1.43,1.89,0.99,21.2,20.0,3.3,1007.7
235,bengaluru,2021-07-23,1,233.65,0.03,5.91,25.39,2.0,1.92,2.57,1.01,21.4,17.5,3.0,1007.1
236,bengaluru,2021-07-24,1,270.37,0.1,8.4,16.63,2.5,2.77,4.08,1.55,22.6,14.5,0.5,1008.5
237,bengaluru,2021-07-25,1,270.37,0.09,7.97,15.2,2.33,4.2,5.66,1.79,23.2,15.1,24.4,1009.6
238,bengaluru,2021-07-26,1,253.68,0.03,6.77,23.25,2.21,3.77,4.85,1.5,23.4,15.4,59.7,1010.0
239,bengaluru,2021-07-27,1,297.07,0.03,9.94,23.6,3.01,6.32,8.3,1.79,23.4,16.5,0.0,1009.5
240,bengaluru,2021-07-28,1,287.06,0.06,9.17,19.49,2.74,2.11,3.4,1.82,23.5,17.0,1.0,1010.0
241,bengaluru,2021-07-29,1,293.73,0.08,10.37,17.7,2.86,1.83,2.66,1.57,23.1,17.7,0.9,1010.9
242,bengaluru,2021-07-30,1,277.04,0.05,9.0,20.92,2.86,2.69,3.81,2.19,23.5,16.9,0.0,1011.4
243,bengaluru,2021-07-31,1,277.04,0.05,8.82,20.74,2.59,2.79,4.26,1.88,23.7,17.1,0.7,1011.7
244,bengaluru,2021-08-01,1,226.97,0.03,5.74,22.89,2.09,2.12,3.05,1.84,23.2,16.5,0.0,1010.8
245,bengaluru,2021-08-02,1,247.0,0.01,5.91,28.61,2.15,2.19,3.95,1.79,23.6,17.2,0.0,1010.9
246,bengaluru,2021-08-03,1,283.72,0.02,9.25,25.39,3.01,4.28,6.43,1.82,23.2,16.2,0.7,1012.2
247,bengaluru,2021-08-04,1,287.06,0.05,8.65,21.28,2.95,3.1,4.48,1.74,23.3,15.5,2.8,1012.6
248,bengaluru,2021-08-05,1,287.06,0.04,8.74,22.53,2.92,3.36,4.95,1.92,22.8,16.4,2.7,1010.8
249,bengaluru,2021-08-06,1,273.71,0.16,8.31,13.59,2.68,2.65,3.77,1.54,23.5,15.5,1.6,1009.6
250,bengaluru,2021-08-07,1,290.39,0.13,9.94,14.84,2.92,4.81,6.47,1.77,24.3,13.2,4.3,1010.4
251,bengaluru,2021-08-08,1,297.07,0.13,9.77,13.95,2.65,5.33,7.22,1.85,24.9,9.4,1.3,1010.8
252,bengaluru,2021-08-09,1,417.23,0.16,16.62,14.48,3.73,6.81,9.49,2.19,25.5,8.1,0.5,1011.3
253,bengaluru,2021-08-10,1,370.5,0.09,14.22,17.17,3.99,4.58,6.37,2.06,23.9,11.3,0.0,1011.0
254,bengaluru,2021-08-11,1,357.15,0.17,13.37,13.95,3.76,3.42,5.45,2.22,24.0,11.4,0.0,1011.3
255,bengaluru,2021-08-12,1,350.48,0.35,13.88,9.48,3.67,2.94,4.62,2.06,22.8,11.5,1.5,1011.9
256,bengaluru,2021-08-13,1,317.1,0.18,11.14,13.59,3.55,3.29,4.49,1.58,23.2,11.8,3.8,1010.9
257,bengaluru,2021-08-14,1,353.81,0.14,13.37,15.02,3.61,3.48,4.72,1.62,23.6,14.2,0.0,1009.2
258,bengaluru,2021-08-15,1,290.39,0.06,8.91,18.42,2.71,2.65,4.21,2.12,23.2,12.9,0.5,1009.6
259,bengaluru,2021-08-16,1,303.75,0.06,9.51,19.13,2.95,4.02,6.06,2.72,22.8,12.2,0.0,1010.7
260,bengaluru,2021-08-17,1,420.57,1.5,17.48,3.53,4.53,6.57,10.59,2.63,22.9,10.7,13.7,1010.9
261,bengaluru,2021-08-18,1,377.18,0.44,16.11,8.76,3.93,7.48,10.2,2.06,23.6,13.4,0.0,1009.7
262,bengaluru,2021-08-19,1,297.07,0.15,10.88,14.13,2.86,4.4,5.16,1.11,23.6,14.1,0.3,1009.2
263,bengaluru,2021-08-20,1,363.83,0.23,14.4,12.88,3.93,6.27,9.1,2.41,24.1,9.7,7.1,1009.6
264,bengaluru,2021-08-21,1,373.84,0.2,14.74,13.77,3.99,4.87,7.41,2.72,22.4,5.6,0.3,1011.1
265,bengaluru,2021-08-22,2,1001.36,25.03,21.76,0.0,5.13,17.91,23.15,3.07,22.8,4.2,5.6,1012.6
266,bengaluru,2021-08-23,5,1495.36,1.26,59.63,5.5,9.66,62.99,68.22,2.5,23.6,5.0,3.0,1010.6
267,bengaluru,2021-08-24,2,634.19,0.28,25.02,12.52,6.68,17.5,20.55,2.66,24.5,6.4,3.8,1010.4
268,bengaluru,2021-08-25,2,834.47,10.51,26.39,0.23,6.91,14.96,18.39,2.76,24.1,7.4,1.0,1009.8
269,bengaluru,2021-08-26,1,614.17,9.39,21.25,0.11,5.72,9.09,11.42,2.19,24.1,8.6,0.0,1008.2
270,bengaluru,2021-08-27,1,420.57,0.37,16.79,11.09,5.25,6.55,7.9,1.66,22.7,8.2,24.9,1007.8
271,bengaluru,2021-08-28,1,423.91,1.87,17.99,2.39,4.11,5.74,7.06,1.55,22.4,11.7,11.7,1006.9
272,bengaluru,2021-08-29,1,343.8,0.11,11.65,13.95,2.68,4.99,5.77,1.27,21.7,13.3,4.1,1006.6
273,bengaluru,2021-08-30,1,273.71,0.1,8.14,15.2,2.38,3.01,3.76,1.24,22.4,13.5,3.8,1007.8
274,bengaluru,2021-08-31,1,350.48,0.15,14.05,13.95,3.79,5.46,7.6,1.93,23.9,11.1,0.5,1008.8
275,bengaluru,2021-09-01,1,423.91,0.69,19.19,6.97,4.41,4.64,6.8,2.09,23.6,9.1,0.0,1009.9
276,bengaluru,2021-09-02,1,460.63,0.57,20.05,8.67,5.19,6.04,8.56,2.79,22.6,8.6,2.8,1009.8
277,bengaluru,2021-09-03,1,423.91,0.43,16.62,9.03,3.99,6.18,7.35,1.44,22.5,10.4,44.7,1009.0
278,bengaluru,2021-09-04,1,420.57,0.3,16.97,11.0,3.82,3.34,4.64,1.57,22.3,13.7,0.0,1009.5
279,bengaluru,2021-09-05,1,283.72,0.09,9.68,15.2,2.35,2.2,3.2,1.63,22.1,14.5,1.0,1009.3
280,bengaluru,2021-09-06,1,270.37,0.12,8.74,13.95,2.24,2.92,3.52,1.08,22.6,15.0,7.9,1009.2
281,bengaluru,2021-09-07,1,283.72,0.12,9.68,15.56,2.53,3.34,4.05,1.03,22.2,17.4,2.0,1009.0
282,bengaluru,2021-09-08,1,290.39,0.08,10.54,18.24,3.67,4.62,6.55,1.6,23.1,16.0,0.5,1010.2
283,bengaluru,2021-09-09,1,310.42,0.04,11.48,22.17,3.4,3.05,4.94,1.93,24.0,13.6,0.5,1011.5
284,bengaluru,2021-09-10,1,327.11,0.02,11.65,27.18,3.79,4.89,7.04,2.09,24.1,13.6,0.0,1011.1
285,bengaluru,2021-09-11,1,320.44,0.17,12.17,13.23,3.34,3.22,4.96,1.81,23.7,14.7,1.3,1010.1
286,bengaluru,2021-09-12,1,253.68,0.04,7.45,18.42,2.06,2.4,3.37,1.47,23.6,16.4,0.0,1008.8
287,bengaluru,2021-09-13,1,240.33,0.03,6.68,22.71,2.18,2.48,3.37,1.5,23.7,18.0,0.0,1007.8
288,bengaluru,2021-09-14,1,280.38,0.13,9.51,14.84,3.04,2.29,3.43,1.66,24.1,14.9,0.0,1008.5
289,bengaluru,2021-09-15,1,320.44,0.33,12.85,10.01,3.7,3.33,5.11,1.84,23.8,12.7,1.4,1009.6
290,bengaluru,2021-09-16,1,357.15,0.31,15.25,10.64,3.82,5.19,7.97,2.19,23.7,10.0,0.3,1009.6
291,bengaluru,2021-09-17,1,440.6,0.75,20.22,7.51,4.77,6.06,9.51,3.2,24.0,7.6,0.4,1009.2
292,bengaluru,2021-09-18,2,647.54,4.86,28.45,1.7,4.95,13.79,21.13,5.95,26.0,6.5,0.1,1010.6
293,bengaluru,2021-09-19,1,410.56,0.03,15.42,25.03,3.55,7.34,10.86,5.19,25.7,5.3,3.8,1011.8
294,bengaluru,2021-09-20,4,1495.36,37.55,41.81,0.0,11.8,30.0,34.48,2.5,22.4,4.7,26.2,1011.2
295,bengaluru,2021-09-21,3,934.6,6.54,38.04,0.73,8.35,23.2,29.37,2.95,23.5,8.4,53.3,1010.4
296,bengaluru,2021-09-22,1,400.54,0.09,15.25,18.06,4.53,5.59,7.86,2.5,23.9,11.6,11.2,1008.9
297,bengaluru,2021-09-23,1,337.12,0.3,12.17,11.36,4.17,3.12,4.86,2.53,23.8,10.7,0.0,1009.1
298,bengaluru,2021-09-24,1,347.14,0.42,12.68,9.03,4.05,4.52,6.21,1.93,24.0,8.8,0.3,1009.9
299,bengaluru,2021-09-25,1,487.33,0.38,20.22,10.91,5.25,7.76,9.54,1.77,24.2,9.3,0.5,1009.6
300,bengaluru,2021-09-26,1,367.17,0.11,12.17,16.45,3.37,4.64,5.71,1.57,23.1,11.0,12.2,1007.8
301,bengaluru,2021-09-27,1,323.77,0.1,10.45,15.2,3.22,2.4,3.5,2.28,22.7,14.6,0.5,1006.8
302,bengaluru,2021-09-28,1,307.08,0.19,10.8,12.88,3.07,2.09,3.34,1.76,22.3,14.6,10.2,1008.5
303,bengaluru,2021-09-29,1,347.14,0.41,13.02,8.85,3.73,3.43,5.39,2.22,23.4,11.6,9.1,1010.3
304,bengaluru,2021-09-30,1,587.46,5.36,23.31,0.87,4.95,8.93,13.12,2.66,24.0,7.0,0.0,1011.3
305,bengaluru,2021-10-01,2,894.55,13.75,27.08,0.16,5.48,18.64,23.62,2.44,23.0,7.7,8.5,1010.7
306,bengaluru,2021-10-02,5,1762.39,32.19,57.58,0.0,16.69,56.81,62.52,3.8,24.2,6.9,5.8,1010.2
307,bengaluru,2021-10-03,3,554.09,0.01,16.97,31.47,6.02,24.42,26.8,1.85,23.7,7.2,0.0,1010.0
308,bengaluru,2021-10-04,3,807.76,7.15,29.13,0.34,5.25,20.15,24.46,2.72,24.8,6.6,64.0,1009.3
309,bengaluru,2021-10-05,5,2937.32,121.59,20.05,0.0,8.94,67.65,78.03,6.08,23.3,5.4,0.0,1009.3
310,bengaluru,2021-10-06,2,727.65,14.31,21.25,0.02,9.06,16.7,20.23,2.57,22.6,4.8,38.6,1008.0
311,bengaluru,2021-10-07,3,707.63,0.59,28.79,8.49,9.78,20.78,24.19,2.15,24.9,6.4,0.5,1008.7
312,bengaluru,2021-10-08,2,988.01,8.49,34.62,1.88,7.15,18.09,20.94,2.22,22.8,7.8,6.1,1009.8
313,bengaluru,2021-10-09,1,500.68,0.21,18.85,13.05,3.99,9.59,10.95,1.47,22.1,8.9,7.9,1011.2
314,bengaluru,2021-10-10,1,360.49,0.43,11.48,7.69,3.01,3.33,5.31,2.0,22.5,8.5,14.5,1010.7
315,bengaluru,2021-10-11,1,467.3,0.79,15.77,6.35,3.99,6.67,8.3,1.92,22.8,6.5,13.0,1009.5
316,bengaluru,2021-10-12,1,547.41,1.17,20.39,4.92,5.01,7.22,9.09,1.92,22.0,7.2,32.5,1009.2
317,bengaluru,2021-10-13,1,473.98,1.34,17.31,3.98,4.59,8.02,9.44,1.6,22.8,8.4,18.3,1008.9
318,bengaluru,2021-10-14,4,1508.71,53.64,20.74,0.0,9.3,27.12,32.78,4.94,24.2,6.2,26.9,1008.1
319,bengaluru,2021-10-15,4,1695.63,59.9,18.85,0.0,7.39,33.75,41.58,4.12,23.6,4.0,39.6,1005.5
320,bengaluru,2021-10-16,4,1922.61,58.12,31.53,0.0,6.08,43.28,48.94,2.53,23.8,3.2,15.0,1005.0
321,bengaluru,2021-10-17,5,2109.53,30.85,51.41,0.0,9.89,73.41,79.17,4.02,22.7,6.8,7.1,1006.9
322,bengaluru,2021-10-18,1,587.46,0.02,12.85,24.32,3.13,7.83,9.44,2.06,22.9,10.3,0.8,1010.1
323,bengaluru,2021-10-19,2,881.2,1.03,31.87,7.33,5.13,17.12,22.79,2.95,23.8,6.5,15.2,1012.4
324,bengaluru,2021-10-20,5,1762.39,53.2,30.5,0.0,6.56,56.77,75.39,4.5,24.7,4.1,0.0,1014.1
325,bengaluru,2021-10-21,5,2109.53,50.96,46.61,0.0,16.21,64.19,74.38,11.27,25.5,4.9,0.5,1014.3
326,bengaluru,2021-10-22,3,974.66,2.26,34.96,4.92,7.57,20.18,24.03,2.53,25.1,5.9,0.3,1014.3
327,bengaluru,2021-10-23,4,1068.12,8.27,38.39,0.54,8.7,34.01,37.44,1.88,24.1,5.5,17.3,1015.1
328,bengaluru,2021-10-24,5,2990.72,103.71,42.16,0.0,11.33,67.04,74.26,8.74,24.3,4.5,41.9,1015.1
329,bengaluru,2021-10-25,4,2162.93,67.06,38.39,0.0,15.5,46.78,55.75,11.4,23.9,7.2,0.0,1013.2
330,bengaluru,2021-10-26,4,1602.17,28.16,38.39,0.0,7.99,31.97,42.82,4.88,23.5,6.7,0.8,1012.3
331,bengaluru,2021-10-27,4,734.33,0.01,28.79,34.33,8.35,36.24,43.14,2.82,22.3,8.2,0.0,1012.6
332,bengaluru,2021-10-28,5,894.55,0.1,39.07,22.71,7.03,77.13,89.75,2.82,22.0,7.3,0.1,1012.5
333,bengaluru,2021-10-29,5,473.98,0.0,14.4,74.39,8.82,97.6,106.68,1.28,22.7,10.1,10.3,1013.3
334,bengaluru,2021-10-30,2,821.11,5.48,20.05,0.43,5.66,13.15,16.04,2.38,23.2,10.0,5.0,1014.0
335,bengaluru,2021-10-31,1,540.73,1.98,17.31,2.35,4.41,8.09,10.97,2.34,23.2,10.0,8.6,1013.8
336,bengaluru,2021-11-01,1,507.35,0.21,12.0,12.7,3.99,5.83,7.3,1.77,22.9,10.8,8.7,1012.9
337,bengaluru,2021-11-02,1,574.11,0.23,14.22,11.98,5.66,6.35,7.76,1.6,22.1,12.4,5.3,1012.2
338,bengaluru,2021-11-03,1,440.6,0.52,17.48,7.69,7.27,7.46,8.75,1.23,22.3,9.6,0.0,1012.6
339,bengaluru,2021-11-04,2,560.76,5.87,19.71,0.39,7.63,10.47,12.66,1.95,22.1,6.3,10.7,1012.4
340,bengaluru,2021-11-05,2,834.47,13.52,23.99,0.01,15.26,17.13,20.34,2.79,21.7,4.8,55.9,1012.2
341,bengaluru,2021-11-06,2,727.65,1.58,23.31,3.58,6.56,18.49,21.02,1.93,22.8,6.8,0.0,1011.2
342,bengaluru,2021-11-07,2,680.92,0.14,25.7,17.17,6.32,17.88,19.79,2.09,21.6,9.0,3.7,1011.5
343,bengaluru,2021-11-08,5,554.08,0.0,8.31,80.11,4.47,79.32,80.56,0.82,20.5,9.2,2.0,1012.3
344,bengaluru,2021-11-09,4,614.17,0.0,14.57,54.36,5.84,36.06,39.08,1.61,21.4,8.0,1.0,1013.1
345,bengaluru,2021-11-10,5,574.11,0.0,12.85,82.25,7.75,103.86,109.68,0.76,20.7,10.4,0.0,1011.5
346,bengaluru,2021-11-11,5,567.44,0.0,10.37,91.55,4.29,118.0,121.67,0.65,18.4,14.1,4.3,1009.0
347,bengaluru,2021-11-12,5,560.76,0.0,7.2,83.68,4.29,73.93,74.39,0.74,20.4,9.2,19.1,1008.5
348,bengaluru,2021-11-13,5,1762.39,50.51,23.31,0.0,7.27,52.32,60.73,4.56,21.8,4.8,6.6,1009.7
349,bengaluru,2021-11-14,4,854.49,0.65,21.76,6.44,6.97,25.01,26.33,1.52,22.4,3.7,0.0,1010.2
350,bengaluru,2021-11-15,5,2616.88,76.89,39.41,0.0,14.66,62.26,67.67,8.36,22.8,4.8,1.0,1009.0
351,bengaluru,2021-11-16,3,1014.71,0.83,29.13,6.97,11.21,22.27,24.71,2.22,22.8,7.3,52.1,1009.2
352,bengaluru,2021-11-17,4,1054.76,7.82,29.82,0.17,16.45,27.63,30.48,2.22,22.5,6.1,0.8,1011.2
353,bengaluru,2021-11-18,2,827.79,1.87,33.59,2.7,14.66,17.07,19.35,2.06,20.6,9.0,3.6,1009.9
354,bengaluru,2021-11-19,2,520.71,0.0,8.14,38.62,3.01,15.16,15.61,0.85,21.1,9.3,73.4,1006.3
355,bengaluru,2021-11-20,3,767.71,0.54,22.96,6.62,5.54,22.95,24.64,1.73,21.1,11.3,3.8,1007.9
356,bengaluru,2021-11-21,1,587.46,0.08,17.65,18.6,5.13,9.33,10.89,1.76,22.5,5.1,2.3,1011.4
357,bengaluru,2021-11-22,4,1281.74,11.06,39.76,0.08,7.15,30.28,35.59,2.94,22.8,5.3,5.1,1012.9
358,bengaluru,2021-11-23,2,674.25,1.82,28.1,6.53,6.68,15.41,18.8,2.41,24.2,6.9,0.0,1012.2
359,bengaluru,2021-11-24,3,761.03,1.31,27.08,5.14,6.62,20.12,26.1,2.66,22.8,8.0,0.0,1012.7
360,bengaluru,2021-11-25,2,527.38,0.42,19.71,10.28,5.66,13.68,16.91,2.22,23.0,11.0,11.4,1012.6
361,bengaluru,2021-11-26,4,547.41,0.0,9.51,52.21,3.93,42.49,47.56,1.46,21.8,12.2,0.0,1012.9
362,bengaluru,2021-11-27,2,453.95,0.0,8.05,43.27,3.46,18.69,20.83,1.35,21.2,12.2,5.0,1013.3
363,bengaluru,2021-11-28,5,654.22,0.0,7.88,46.49,3.34,52.09,52.63,0.88,21.0,10.4,0.0,1013.2
364,bengaluru,2021-11-29,1,423.91,0.27,11.65,10.91,4.59,3.91,4.86,1.31,21.1,13.1,0.0,1013.7
365,bengaluru,2021-11-30,1,634.19,0.02,12.17,27.18,5.72,7.01,8.16,1.35,22.4,12.9,0.5,1014.0
366,bengaluru,2021-12-01,1,527.38,0.0,10.11,60.8,5.6,8.35,9.48,1.17,21.7,11.5,0.0,1013.6
367,bengaluru,2021-12-02,5,547.41,0.0,13.02,65.09,7.21,51.25,55.85,1.42,22.1,5.8,6.9,1013.5
368,bengaluru,2021-12-03,5,4592.9,168.09,70.6,0.0,21.7,120.6,143.05,15.07,21.9,4.8,3.0,1013.6
369,bengaluru,2021-12-04,5,3124.24,123.38,37.36,0.0,10.37,83.55,98.77,6.14,23.9,3.1,0.0,1013.9
370,bengaluru,2021-12-05,5,1548.77,12.52,45.93,0.26,6.14,51.86,55.82,2.56,23.2,3.8,1.0,1013.9
371,bengaluru,2021-12-06,5,1375.2,25.03,26.05,0.0,4.41,56.51,68.86,3.48,23.2,5.0,0.0,1013.5
372,bengaluru,2021-12-07,5,1214.98,12.96,37.36,0.12,6.08,74.94,87.61,3.17,22.6,6.6,0.0,1014.0
